0.006020749,0.0109243,0.019262399,0.030046788,0.042746995,0.056417376,0.069801123,0.081497139,0.090178188,0.094805914,0.094805914,0.090178188,0.081497139,0.069801123,0.056417376,0.042746995,0.030046788,0.019262399,0.0109243,0.006020749
50506,91640,161585,252051,358588,473263,585534,683648,756469,795290,795290,756469,683648,585534,473263,358588,252051,161585,91640,50506
